"TIME_PERIOD";"GEO";"ERWP";"ERWL";"POP1564";"UNIT_MEA";"OBS_VALUE";"OBS_CONFIDENCE";"OBS_STATUS"
2012;"CH065";"1";"Total";"1";"pers";23033;4.1447;"A"
2012;"CH065";"Total";"Total";"1";"pers";28419;2.8241;"A"
2012;"CH051";"1";"Total";"1";"pers";22459;4.4158;"A"
2012;"CH051";"Total";"Total";"1";"pers";26515;3.3007;"A"
2012;"CH066";"1";"Total";"1";"pers";64987;1.8301;"A"
2012;"CH066";"Total";"Total";"1";"pers";79617;1.2987;"A"
2012;"CH022";"1";"Total";"1";"pers";158570;1.6047;"A"
2012;"CH022";"Total";"Total";"1";"pers";196008;1.0472;"A"
2012;"CH023";"1";"Total";"1";"pers";140485;1.8175;"A"
2012;"CH023";"Total";"Total";"1";"pers";173888;1.2796;"A"
2012;"CH031";"1";"Total";"1";"pers";94871;2.4379;"A"
2012;"CH031";"Total";"Total";"1";"pers";123260;1.6556;"A"
2012;"CH032";"1";"Total";"1";"pers";143951;1.8547;"A"
2012;"CH032";"Total";"Total";"1";"pers";179632;1.3219;"A"
2012;"CH052";"1";"Total";"1";"pers";42250;3.3576;"A"
2012;"CH052";"Total";"Total";"1";"pers";51448;2.4731;"A"
2012;"CH053";"1";"Total";"1";"pers";29812;3.9619;"A"
2012;"CH053";"Total";"Total";"1";"pers";35659;2.9633;"A"
2012;"CH054";"1";"Total";"1";"pers";8504;7.6480;"A"
2012;"CH054";"Total";"Total";"1";"pers";10375;5.3957;"A"
2012;"CH055";"1";"Total";"1";"pers";267715;1.2971;"A"
2012;"CH055";"Total";"Total";"1";"pers";328236;0.9055;"A"
2012;"CH056";"1";"Total";"1";"pers";106814;2.0343;"A"
2012;"CH056";"Total";"Total";"1";"pers";129744;1.4634;"A"
2012;"CH033";"1";"Total";"1";"pers";350703;0.7759;"A"
2012;"CH033";"Total";"Total";"1";"pers";427996;0.5406;"A"
2012;"CH057";"1";"Total";"1";"pers";143857;1.2031;"A"
2012;"CH057";"Total";"Total";"1";"pers";175495;0.8356;"A"
2012;"CH070";"1";"Total";"1";"pers";159942;1.2937;"A"
2012;"CH070";"Total";"Total";"1";"pers";220249;0.8148;"A"
2012;"CH011";"1";"Total";"1";"pers";379959;0.7751;"A"
2012;"CH011";"Total";"Total";"1";"pers";483827;0.5145;"A"
2012;"CH012";"1";"Total";"1";"pers";167843;1.6855;"A"
2012;"CH012";"Total";"Total";"1";"pers";212833;1.1260;"A"
2012;"CH024";"1";"Total";"1";"pers";90219;1.6073;"A"
2012;"CH024";"Total";"Total";"1";"pers";113626;1.0945;"A"
2012;"CH013";"1";"Total";"1";"pers";215362;1.1196;"A"
2012;"CH013";"Total";"Total";"1";"pers";283916;0.7271;"A"
2012;"CH025";"1";"Total";"1";"pers";35670;2.6287;"A"
2012;"CH025";"Total";"Total";"1";"pers";45645;1.7848;"A"
2012;"CH";"1";"Total";"1";"pers";4321614;0.2866;"A"
2012;"CH";"Total";"Total";"1";"pers";5345074;0.1982;"A"
2012;"CH040";"1";"Total";"1";"pers in %";83.13248;0.4295;"A"
2012;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH021";"1";"Total";"1";"pers in %";83.23717;0.5001;"A"
2012;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH061";"1";"Total";"1";"pers in %";82.06510;0.5820;"A"
2012;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH062";"1";"Total";"1";"pers in %";78.82671;2.9594;"A"
2012;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH063";"1";"Total";"1";"pers in %";82.24852;1.2982;"A"
2012;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH064";"1";"Total";"1";"pers in %";84.92683;2.4877;"A"
2012;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH065";"1";"Total";"1";"pers in %";81.04929;2.4440;"A"
2012;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH051";"1";"Total";"1";"pers in %";84.70241;2.4372;"A"
2012;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH066";"1";"Total";"1";"pers in %";81.62435;1.0666;"A"
2012;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH022";"1";"Total";"1";"pers in %";80.89980;0.9658;"A"
2012;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH023";"1";"Total";"1";"pers in %";80.79063;1.0466;"A"
2012;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH031";"1";"Total";"1";"pers in %";76.96824;1.3801;"A"
2012;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH032";"1";"Total";"1";"pers in %";80.13658;1.0388;"A"
2012;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH052";"1";"Total";"1";"pers in %";82.12151;1.8869;"A"
2012;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH053";"1";"Total";"1";"pers in %";83.60270;2.1778;"A"
2012;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH054";"1";"Total";"1";"pers in %";81.96937;4.3977;"A"
2012;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH055";"1";"Total";"1";"pers in %";81.56168;0.7562;"A"
2012;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH056";"1";"Total";"1";"pers in %";82.32653;1.1644;"A"
2012;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH033";"1";"Total";"1";"pers in %";81.94078;0.4537;"A"
2012;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH057";"1";"Total";"1";"pers in %";81.97187;0.7081;"A"
2012;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH070";"1";"Total";"1";"pers in %";72.61871;0.7247;"A"
2012;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH011";"1";"Total";"1";"pers in %";78.53209;0.4592;"A"
2012;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH012";"1";"Total";"1";"pers in %";78.86118;0.9745;"A"
2012;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH024";"1";"Total";"1";"pers in %";79.39964;0.9243;"A"
2012;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH013";"1";"Total";"1";"pers in %";75.85426;0.6422;"A"
2012;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH025";"1";"Total";"1";"pers in %";78.14740;1.4933;"A"
2012;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH";"1";"Total";"1";"pers in %";80.85229;0.2317;"A"
2012;"CH";"Total";"Total";"1";"pers in %";100.00000;0.1982;"A"
2012;"CH040";"Total";"0";"1";"pers";759881;0.7756;"A"
2012;"CH040";"Total";"1";"1";"pers";33097;6.1776;"A"
2012;"CH040";"Total";"Total";"1";"pers";792978;0.7330;"A"
2012;"CH021";"Total";"0";"1";"pers";527199;0.9234;"A"
2012;"CH021";"Total";"1";"1";"pers";16506;8.5141;"A"
2012;"CH021";"Total";"Total";"1";"pers";543705;0.8883;"A"
2012;"CH061";"Total";"0";"1";"pers";207819;1.0218;"A"
2012;"CH061";"Total";"1";"1";"pers";6233;10.0091;"A"
2012;"CH061";"Total";"Total";"1";"pers";214053;0.9835;"A"
2012;"CH062";"Total";"0";"1";"pers";17887;5.2873;"A"
2012;"CH062";"Total";"1";"1";"pers";486.95542;51.6804;"U"
2012;"CH062";"Total";"Total";"1";"pers";18374;5.1212;"A"
2012;"CH063";"Total";"0";"1";"pers";82153;2.2503;"A"
2012;"CH063";"Total";"1";"1";"pers";2571;21.5652;"A"
2012;"CH063";"Total";"Total";"1";"pers";84723;2.1535;"A"
2012;"CH064";"Total";"0";"1";"pers";20302;4.5175;"A"
2012;"CH064";"Total";"1";"1";"pers";472.46624;51.3788;"U"
2012;"CH064";"Total";"Total";"1";"pers";20775;4.3667;"A"
2012;"CH065";"Total";"0";"1";"pers";22491;4.2799;"A"
2012;"CH065";"Total";"1";"1";"pers";541.89769;45.4921;"U"
2012;"CH065";"Total";"Total";"1";"pers";23033;4.1447;"A"
2012;"CH051";"Total";"0";"1";"pers";21618;4.6503;"A"
2012;"CH051";"Total";"1";"1";"pers";841.07087;38.2850;"U"
2012;"CH051";"Total";"Total";"1";"pers";22459;4.4158;"A"
2012;"CH066";"Total";"0";"1";"pers";62606;1.9190;"A"
2012;"CH066";"Total";"1";"1";"pers";2381;15.9269;"A"
2012;"CH066";"Total";"Total";"1";"pers";64987;1.8301;"A"
2012;"CH022";"Total";"0";"1";"pers";150908;1.7115;"A"
2012;"CH022";"Total";"1";"1";"pers";7662;12.7783;"A"
2012;"CH022";"Total";"Total";"1";"pers";158570;1.6047;"A"
2012;"CH023";"Total";"0";"1";"pers";134892;1.9081;"A"
2012;"CH023";"Total";"1";"1";"pers";5593;14.9992;"A"
2012;"CH023";"Total";"Total";"1";"pers";140485;1.8175;"A"
2012;"CH031";"Total";"0";"1";"pers";88928;2.6147;"A"
2012;"CH031";"Total";"1";"1";"pers";5943;14.9046;"A"
2012;"CH031";"Total";"Total";"1";"pers";94871;2.4379;"A"
2012;"CH032";"Total";"0";"1";"pers";137255;1.9568;"A"
2012;"CH032";"Total";"1";"1";"pers";6696;13.6871;"A"
2012;"CH032";"Total";"Total";"1";"pers";143951;1.8547;"A"
2012;"CH052";"Total";"0";"1";"pers";40723;3.5135;"A"
2012;"CH052";"Total";"1";"1";"pers";1527;28.5292;"U"
2012;"CH052";"Total";"Total";"1";"pers";42250;3.3576;"A"
2012;"CH053";"Total";"0";"1";"pers";28820;4.1081;"A"
2012;"CH053";"Total";"1";"1";"pers";991.85393;36.5660;"U"
2012;"CH053";"Total";"Total";"1";"pers";29812;3.9619;"A"
2012;"CH054";"Total";"0";"1";"pers";8171;8.0003;"A"
2012;"CH054";"Total";"1";"1";"pers";333.54929;64.4251;"U"
2012;"CH054";"Total";"Total";"1";"pers";8504;7.6480;"A"
2012;"CH055";"Total";"0";"1";"pers";256636;1.3687;"A"
2012;"CH055";"Total";"1";"1";"pers";11079;10.7540;"A"
2012;"CH055";"Total";"Total";"1";"pers";267715;1.2971;"A"
2012;"CH056";"Total";"0";"1";"pers";103932;2.1027;"A"
2012;"CH056";"Total";"1";"1";"pers";2882;21.0506;"A"
2012;"CH056";"Total";"Total";"1";"pers";106814;2.0343;"A"
2012;"CH033";"Total";"0";"1";"pers";335953;0.8201;"A"
2012;"CH033";"Total";"1";"1";"pers";14750;6.4320;"A"
2012;"CH033";"Total";"Total";"1";"pers";350703;0.7759;"A"
2012;"CH057";"Total";"0";"1";"pers";138650;1.2631;"A"
2012;"CH057";"Total";"1";"1";"pers";5206;10.8155;"A"
2012;"CH057";"Total";"Total";"1";"pers";143857;1.2031;"A"
2012;"CH070";"Total";"0";"1";"pers";147415;1.4038;"A"
2012;"CH070";"Total";"1";"1";"pers";12527;6.8375;"A"
2012;"CH070";"Total";"Total";"1";"pers";159942;1.2937;"A"
2012;"CH011";"Total";"0";"1";"pers";351854;0.8492;"A"
2012;"CH011";"Total";"1";"1";"pers";28105;4.6083;"A"
2012;"CH011";"Total";"Total";"1";"pers";379959;0.7751;"A"
2012;"CH012";"Total";"0";"1";"pers";159552;1.7871;"A"
2012;"CH012";"Total";"1";"1";"pers";8291;12.3721;"A"
2012;"CH012";"Total";"Total";"1";"pers";167843;1.6855;"A"
2012;"CH024";"Total";"0";"1";"pers";83420;1.7636;"A"
2012;"CH024";"Total";"1";"1";"pers";6798;9.3142;"A"
2012;"CH024";"Total";"Total";"1";"pers";90219;1.6073;"A"
2012;"CH013";"Total";"0";"1";"pers";192870;1.2583;"A"
2012;"CH013";"Total";"1";"1";"pers";22492;5.3046;"A"
2012;"CH013";"Total";"Total";"1";"pers";215362;1.1196;"A"
2012;"CH025";"Total";"0";"1";"pers";33852;2.7876;"A"
2012;"CH025";"Total";"1";"1";"pers";1819;18.2671;"A"
2012;"CH025";"Total";"Total";"1";"pers";35670;2.6287;"A"
2012;"CH";"Total";"0";"1";"pers";4115788;0.3043;"A"
2012;"CH";"Total";"1";"1";"pers";205826;2.1362;"A"
2012;"CH";"Total";"Total";"1";"pers";4321614;0.2866;"A"
2012;"CH040";"Total";"0";"1";"pers in %";95.82623;0.2555;"A"
2012;"CH040";"Total";"1";"1";"pers in %";4.17377;0.2555;"A"
2012;"CH040";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH021";"Total";"0";"1";"pers in %";96.96417;0.2567;"A"
2012;"CH021";"Total";"1";"1";"pers in %";3.03583;0.2567;"A"
2012;"CH021";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH061";"Total";"0";"1";"pers in %";97.08793;0.2895;"A"
2012;"CH061";"Total";"1";"1";"pers in %";2.91207;0.2895;"A"
2012;"CH061";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH062";"Total";"0";"1";"pers in %";97.34972;1.3608;"A"
2012;"CH062";"Total";"1";"1";"pers in %";2.65028;1.3608;"U"
2012;"CH062";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH063";"Total";"0";"1";"pers in %";96.96587;0.6505;"A"
2012;"CH063";"Total";"1";"1";"pers in %";3.03413;0.6505;"A"
2012;"CH063";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH064";"Total";"0";"1";"pers in %";97.72577;1.1635;"A"
2012;"CH064";"Total";"1";"1";"pers in %";2.27423;1.1635;"U"
2012;"CH064";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH065";"Total";"0";"1";"pers in %";97.64734;1.0653;"A"
2012;"CH065";"Total";"1";"1";"pers in %";2.35266;1.0653;"U"
2012;"CH065";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH051";"Total";"0";"1";"pers in %";96.25506;1.4234;"A"
2012;"CH051";"Total";"1";"1";"pers in %";3.74494;1.4234;"U"
2012;"CH051";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH066";"Total";"0";"1";"pers in %";96.33637;0.5788;"A"
2012;"CH066";"Total";"1";"1";"pers in %";3.66363;0.5788;"A"
2012;"CH066";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH022";"Total";"0";"1";"pers in %";95.16805;0.6104;"A"
2012;"CH022";"Total";"1";"1";"pers in %";4.83195;0.6104;"A"
2012;"CH022";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH023";"Total";"0";"1";"pers in %";96.01883;0.5914;"A"
2012;"CH023";"Total";"1";"1";"pers in %";3.98117;0.5914;"A"
2012;"CH023";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH031";"Total";"0";"1";"pers in %";93.73566;0.9189;"A"
2012;"CH031";"Total";"1";"1";"pers in %";6.26434;0.9189;"A"
2012;"CH031";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH032";"Total";"0";"1";"pers in %";95.34841;0.6292;"A"
2012;"CH032";"Total";"1";"1";"pers in %";4.65159;0.6292;"A"
2012;"CH032";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH052";"Total";"0";"1";"pers in %";96.38500;1.0232;"A"
2012;"CH052";"Total";"1";"1";"pers in %";3.61500;1.0232;"U"
2012;"CH052";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH053";"Total";"0";"1";"pers in %";96.67296;1.2044;"A"
2012;"CH053";"Total";"1";"1";"pers in %";3.32704;1.2044;"U"
2012;"CH053";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH054";"Total";"0";"1";"pers in %";96.07789;2.4995;"A"
2012;"CH054";"Total";"1";"1";"pers in %";3.92211;2.4995;"U"
2012;"CH054";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH055";"Total";"0";"1";"pers in %";95.86158;0.4409;"A"
2012;"CH055";"Total";"1";"1";"pers in %";4.13842;0.4409;"A"
2012;"CH055";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH056";"Total";"0";"1";"pers in %";97.30202;0.5640;"A"
2012;"CH056";"Total";"1";"1";"pers in %";2.69798;0.5640;"A"
2012;"CH056";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH033";"Total";"0";"1";"pers in %";95.79416;0.2680;"A"
2012;"CH033";"Total";"1";"1";"pers in %";4.20584;0.2680;"A"
2012;"CH033";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH057";"Total";"0";"1";"pers in %";96.38106;0.3883;"A"
2012;"CH057";"Total";"1";"1";"pers in %";3.61894;0.3883;"A"
2012;"CH057";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH070";"Total";"0";"1";"pers in %";92.16795;0.5240;"A"
2012;"CH070";"Total";"1";"1";"pers in %";7.83205;0.5240;"A"
2012;"CH070";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH011";"Total";"0";"1";"pers in %";92.60313;0.3349;"A"
2012;"CH011";"Total";"1";"1";"pers in %";7.39687;0.3349;"A"
2012;"CH011";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH012";"Total";"0";"1";"pers in %";95.06022;0.6035;"A"
2012;"CH012";"Total";"1";"1";"pers in %";4.93978;0.6035;"A"
2012;"CH012";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH024";"Total";"0";"1";"pers in %";92.46474;0.6898;"A"
2012;"CH024";"Total";"1";"1";"pers in %";7.53526;0.6898;"A"
2012;"CH024";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH013";"Total";"0";"1";"pers in %";89.55625;0.5387;"A"
2012;"CH013";"Total";"1";"1";"pers in %";10.44375;0.5387;"A"
2012;"CH013";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH025";"Total";"0";"1";"pers in %";94.90089;0.9197;"A"
2012;"CH025";"Total";"1";"1";"pers in %";5.09911;0.9197;"A"
2012;"CH025";"Total";"Total";"1";"pers in %";100.00000;0.0000;"A"
2012;"CH";"Total";"0";"1";"pers in %";95.23729;0.2898;"A"
2012;"CH";"Total";"1";"1";"pers in %";4.76271;0.1017;"A"
2012;"CH";"Total";"Total";"1";"pers in %";100.00000;0.2866;"A"
2013;"CH040";"1";"Total";"Total";"pers";818436;0.7027;"A"
2013;"CH040";"Total";"Total";"Total";"pers";1186269;0.1198;"A"
2013;"CH021";"1";"Total";"Total";"pers";561376;0.8234;"A"
2013;"CH021";"Total";"Total";"Total";"pers";840897;0.1272;"A"
2013;"CH061";"1";"Total";"Total";"pers";222999;0.9449;"A"
2013;"CH061";"Total";"Total";"Total";"pers";323921;0.1847;"A"
2013;"CH062";"1";"Total";"Total";"pers";19183;5.1277;"A"
2013;"CH062";"Total";"Total";"Total";"pers";29703;0.9768;"A"
2013;"CH063";"1";"Total";"Total";"pers";87591;2.1422;"A"
2013;"CH063";"Total";"Total";"Total";"pers";126234;0.4173;"A"
2013;"CH064";"1";"Total";"Total";"pers";20882;4.6146;"A"
2013;"CH064";"Total";"Total";"Total";"pers";30287;0.9342;"A"
2013;"CH065";"1";"Total";"Total";"pers";24633;3.8577;"A"
2013;"CH065";"Total";"Total";"Total";"pers";35476;0.8811;"A"
2013;"CH051";"1";"Total";"Total";"pers";22133;4.6399;"A"
2013;"CH051";"Total";"Total";"Total";"pers";32970;1.0345;"A"
2013;"CH066";"1";"Total";"Total";"pers";67677;1.7074;"A"
2013;"CH066";"Total";"Total";"Total";"pers";98057;0.4005;"A"
2013;"CH022";"1";"Total";"Total";"pers";164728;1.5470;"A"
2013;"CH022";"Total";"Total";"Total";"pers";240899;0.2676;"A"
2013;"CH023";"1";"Total";"Total";"pers";147391;1.7632;"A"
2013;"CH023";"Total";"Total";"Total";"pers";220463;0.3373;"A"
2013;"CH031";"1";"Total";"Total";"pers";98962;2.3467;"A"
2013;"CH031";"Total";"Total";"Total";"pers";159972;0.4422;"A"
2013;"CH032";"1";"Total";"Total";"pers";147276;1.8293;"A"
2013;"CH032";"Total";"Total";"Total";"pers";235396;0.3027;"A"
2013;"CH052";"1";"Total";"Total";"pers";43522;3.2597;"A"
2013;"CH052";"Total";"Total";"Total";"pers";66462;0.6256;"A"
2013;"CH053";"1";"Total";"Total";"pers";30325;3.8360;"A"
2013;"CH053";"Total";"Total";"Total";"pers";44898;0.9558;"A"
2013;"CH054";"1";"Total";"Total";"pers";8946;7.0389;"A"
2013;"CH054";"Total";"Total";"Total";"pers";12962;1.4825;"A"
2013;"CH055";"1";"Total";"Total";"pers";276937;1.2405;"A"
2013;"CH055";"Total";"Total";"Total";"pers";408564;0.2358;"A"
2013;"CH056";"1";"Total";"Total";"pers";110283;2.0357;"A"
2013;"CH056";"Total";"Total";"Total";"pers";165927;0.3963;"A"
2013;"CH033";"1";"Total";"Total";"pers";363564;0.7491;"A"
2013;"CH033";"Total";"Total";"Total";"pers";532007;0.1415;"A"
2013;"CH057";"1";"Total";"Total";"pers";149555;1.6386;"A"
2013;"CH057";"Total";"Total";"Total";"pers";217544;0.2870;"A"
2013;"CH070";"1";"Total";"Total";"pers";167383;1.2471;"A"
2013;"CH070";"Total";"Total";"Total";"pers";293233;0.1386;"A"
2013;"CH011";"1";"Total";"Total";"pers";394965;0.7501;"A"
2013;"CH011";"Total";"Total";"Total";"pers";608946;0.1317;"A"
2013;"CH012";"1";"Total";"Total";"pers";173635;1.6292;"A"
2013;"CH012";"Total";"Total";"Total";"pers";272021;0.2348;"A"
2013;"CH024";"1";"Total";"Total";"pers";92508;1.5618;"A"
2013;"CH024";"Total";"Total";"Total";"pers";145622;0.2271;"A"
2013;"CH013";"1";"Total";"Total";"pers";219790;1.0861;"A"
2013;"CH013";"Total";"Total";"Total";"pers";356753;0.1665;"A"
2013;"CH025";"1";"Total";"Total";"pers";37022;2.4645;"A"
2013;"CH025";"Total";"Total";"Total";"pers";59311;0.3007;"A"
2013;"CH";"1";"Total";"Total";"pers";4471701;0.2780;"A"
2013;"CH";"Total";"Total";"Total";"pers";6744794;0.0366;"A"
2013;"CH040";"1";"Total";"Total";"pers in %";68.99243;0.4721;"A"
2013;"CH040";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH021";"1";"Total";"Total";"pers in %";66.75913;0.5426;"A"
2013;"CH021";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH061";"1";"Total";"Total";"pers in %";68.84377;0.6285;"A"
2013;"CH061";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH062";"1";"Total";"Total";"pers in %";64.58210;3.0123;"A"
2013;"CH062";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH063";"1";"Total";"Total";"pers in %";69.38777;1.4184;"A"
2013;"CH063";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH064";"1";"Total";"Total";"pers in %";68.94863;2.9239;"A"
2013;"CH064";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH065";"1";"Total";"Total";"pers in %";69.43654;2.6921;"A"
2013;"CH065";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH051";"1";"Total";"Total";"pers in %";67.13049;2.8793;"A"
2013;"CH051";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH066";"1";"Total";"Total";"pers in %";69.01822;1.1321;"A"
2013;"CH066";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH022";"1";"Total";"Total";"pers in %";68.38033;1.0400;"A"
2013;"CH022";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH023";"1";"Total";"Total";"pers in %";66.85513;1.1123;"A"
2013;"CH023";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH031";"1";"Total";"Total";"pers in %";61.86227;1.3830;"A"
2013;"CH031";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH032";"1";"Total";"Total";"pers in %";62.56506;1.1021;"A"
2013;"CH032";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH052";"1";"Total";"Total";"pers in %";65.48448;2.0460;"A"
2013;"CH052";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH053";"1";"Total";"Total";"pers in %";67.54119;2.4692;"A"
2013;"CH053";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH054";"1";"Total";"Total";"pers in %";69.01609;4.5770;"A"
2013;"CH054";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH055";"1";"Total";"Total";"pers in %";67.78292;0.8116;"A"
2013;"CH055";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH056";"1";"Total";"Total";"pers in %";66.46478;1.2895;"A"
2013;"CH056";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH033";"1";"Total";"Total";"pers in %";68.33815;0.4896;"A"
2013;"CH033";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH057";"1";"Total";"Total";"pers in %";68.74710;1.0960;"A"
2013;"CH057";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH070";"1";"Total";"Total";"pers in %";57.08187;0.7059;"A"
2013;"CH070";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH011";"1";"Total";"Total";"pers in %";64.86047;0.4730;"A"
2013;"CH011";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH012";"1";"Total";"Total";"pers in %";63.83146;1.0183;"A"
2013;"CH012";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH024";"1";"Total";"Total";"pers in %";63.52604;0.9740;"A"
2013;"CH024";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH013";"1";"Total";"Total";"pers in %";61.60841;0.6444;"A"
2013;"CH013";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH025";"1";"Total";"Total";"pers in %";62.42068;1.5015;"A"
2013;"CH025";"Total";"Total";"Total";"pers in %";100.00000;0.0000;"A"
2013;"CH";"1";"Total";"Total";"pers in %";66.29856;0.1843;"A"
2013;"CH";"Total";"Total";"Total";"pers in %";100.00000;0.0366;"A"
2013;"CH040";"1";"Total";"1";"pers";799581;0.7291;"A"
2013;"CH040";"Total";"Total";"1";"pers";961812;0.5186;"A"
2013;"CH021";"1";"Total";"1";"pers";547716;0.8539;"A"
2013;"CH021";"Total";"Total";"1";"pers";655186;0.6335;"A"
2013;"CH061";"1";"Total";"1";"pers";218313;0.9766;"A"
2013;"CH061";"Total";"Total";"1";"pers";263610;0.6909;"A"
2013;"CH062";"1";"Total";"1";"pers";18761;5.2967;"A"
2013;"CH062";"Total";"Total";"1";"pers";23439;3.7390;"A"
2013;"CH063";"1";"Total";"1";"pers";85622;2.2212;"A"
2013;"CH063";"Total";"Total";"1";"pers";103726;1.5373;"A"
2013;"CH064";"1";"Total";"1";"pers";20298;4.8293;"A"
2013;"CH064";"Total";"Total";"1";"pers";24693;3.4444;"A"
2013;"CH065";"1";"Total";"1";"pers";23906;4.0136;"A"
